,index_x,College Name or Type,State,City_x,big10,sisters,pac,hbcu,public_ivy,west_ivy,little_ivy,sec,flagship,id,City_y,State_acronym,Unnamed: 0,Unnamed: 0.1,enrollment,group,index_y,location,name,public,rank,tuition,union
406,559,"#2 public, big 10",michigan,ann arbor,1,,,,,,,,,560,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
369,474,b10,texas,,1,,,,,,,,,475,,,,,,,,,,,,,
176,300,big 10,illinois,,1,,,,,,,,,301,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
201,318,big 10,illinois,,1,,,,,,,,,319,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
235,344,big 10,illinois,,1,,,,,,,,,345,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
239,346,big 10,illinois,,1,,,,,,,,,347,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
251,356,big 10,illinois,,1,,,,,,,,,357,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
284,380,big 10,illinois,,1,,,,,,,,,381,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
190,310,big 10,illinois,champaign,1,,,,,,,,,311,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
188,309,big 10,illinois,champaign-urbana,1,,,,,,,,,310,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
301,393,big 10,illinois,chi town,1,,,,,,,,,394,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
206,321,big 10,illinois,chicago,1,,,,,,,,,322,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
261,363,big 10,illinois,chicago,1,,,,,,,,,364,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
268,367,big 10,illinois,chicago,1,,,,,,,,,368,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
276,373,big 10,illinois,chicago,1,,,,,,,,,374,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
278,374,big 10,illinois,chicago,1,,,,,,,,,375,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
298,391,big 10,illinois,chicago,1,,,,,,,,,392,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
229,338,big 10,illinois,evanston,1,,,,,,,,,339,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
271,370,big 10,illinois,new lenox,1,,,,,,,,,371,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
198,315,big 10,indiana,,1,,,,,,,,,316,west lafayette,in,10,56,"30,043",national,168,"West Lafayette, IN",Purdue University West Lafayette,TRUE,56,"$28,804 (out-of-state), $10,002 (in-state)",big10
218,331,big 10,indiana,,1,,,,,,,,,332,west lafayette,in,10,56,"30,043",national,168,"West Lafayette, IN",Purdue University West Lafayette,TRUE,56,"$28,804 (out-of-state), $10,002 (in-state)",big10
250,355,big 10,indiana,,1,,,,,,,,,356,west lafayette,in,10,56,"30,043",national,168,"West Lafayette, IN",Purdue University West Lafayette,TRUE,56,"$28,804 (out-of-state), $10,002 (in-state)",big10
280,376,big 10,indiana,,1,,,,,,,,,377,west lafayette,in,10,56,"30,043",national,168,"West Lafayette, IN",Purdue University West Lafayette,TRUE,56,"$28,804 (out-of-state), $10,002 (in-state)",big10
274,372,big 10,indiana,indianapolis,1,,,,,,,,,373,west lafayette,in,10,56,"30,043",national,168,"West Lafayette, IN",Purdue University West Lafayette,TRUE,56,"$28,804 (out-of-state), $10,002 (in-state)",big10
192,311,big 10,iowa,iowa city,1,,,,,,,,,312,iowa city,ia,8,79,"24,476",national,237,"Iowa City, IA",University of Iowa,TRUE,78,"$28,813 (out-of-state), $8,575 (in-state)",big10
178,301,big 10,michigan,,1,,,,,,,,,302,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
196,314,big 10,michigan,,1,,,,,,,,,315,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
225,336,big 10,michigan,,1,,,,,,,,,337,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
246,352,big 10,michigan,,1,,,,,,,,,353,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
262,364,big 10,michigan,,1,,,,,,,,,365,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
264,365,big 10,michigan,,1,,,,,,,,,366,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
291,386,big 10,michigan,,1,,,,,,,,,387,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
304,396,big 10,michigan,,1,,,,,,,,,397,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
182,304,big 10,michigan,ann arbor,1,,,,,,,,,305,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
210,325,big 10,michigan,ann arbor,1,,,,,,,,,326,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
237,345,big 10,michigan,ann arbor,1,,,,,,,,,346,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
213,326,big 10,michigan,e. lansing,1,,,,,,,,,327,east lansing,mi,3,82,"39,090",national,246,"East Lansing, MI",Michigan State University,TRUE,81,"$39,405 (out-of-state), $14,460 (in-state)",big10
220,332,big 10,michigan,east lansing,1,,,,,,,,,333,east lansing,mi,3,82,"39,090",national,246,"East Lansing, MI",Michigan State University,TRUE,81,"$39,405 (out-of-state), $14,460 (in-state)",big10
222,333,big 10,michigan,east lansing,1,,,,,,,,,334,east lansing,mi,3,82,"39,090",national,246,"East Lansing, MI",Michigan State University,TRUE,81,"$39,405 (out-of-state), $14,460 (in-state)",big10
258,361,big 10,michigan,east lansing,1,,,,,,,,,362,east lansing,mi,3,82,"39,090",national,246,"East Lansing, MI",Michigan State University,TRUE,81,"$39,405 (out-of-state), $14,460 (in-state)",big10
256,360,big 10,minnesota,,1,,,,,,,,,361,minneapolis,mn,9,72,"34,871",national,216,"Minneapolis, MN",University of Minnesota Twin Cities,TRUE,69,"$26,603 (out-of-state), $14,417 (in-state)",big10
273,371,big 10,minnesota,,1,,,,,,,,,372,minneapolis,mn,9,72,"34,871",national,216,"Minneapolis, MN",University of Minnesota Twin Cities,TRUE,69,"$26,603 (out-of-state), $14,417 (in-state)",big10
180,302,big 10,minnesota,minneapolis,1,,,,,,,,,303,minneapolis,mn,9,72,"34,871",national,216,"Minneapolis, MN",University of Minnesota Twin Cities,TRUE,69,"$26,603 (out-of-state), $14,417 (in-state)",big10
199,316,big 10,minnesota,minneapolis,1,,,,,,,,,317,minneapolis,mn,9,72,"34,871",national,216,"Minneapolis, MN",University of Minnesota Twin Cities,TRUE,69,"$26,603 (out-of-state), $14,417 (in-state)",big10
231,340,big 10,minnesota,minneapolis,1,,,,,,,,,341,minneapolis,mn,9,72,"34,871",national,216,"Minneapolis, MN",University of Minnesota Twin Cities,TRUE,69,"$26,603 (out-of-state), $14,417 (in-state)",big10
279,375,big 10,minnesota,small town,1,,,,,,,,,376,minneapolis,mn,9,72,"34,871",national,216,"Minneapolis, MN",University of Minnesota Twin Cities,TRUE,69,"$26,603 (out-of-state), $14,417 (in-state)",big10
186,307,big 10,new jersey,,1,,,,,,,,,308,piscataway,nj,6,69,"36,168",national,207,"Piscataway, NJ",Rutgers University New Brunswick,TRUE,69,"$30,023 (out-of-state), $14,372 (in-state)",big10
209,324,big 10,ohio,,1,,,,,,,,,325,columbus,oh,4,53,"45,831",national,159,"Columbus, OH",Ohio State University Columbus,TRUE,54,"$29,659 (out-of-state), $10,591 (in-state)",big10
245,351,big 10,ohio,,1,,,,,,,,,352,columbus,oh,4,53,"45,831",national,159,"Columbus, OH",Ohio State University Columbus,TRUE,54,"$29,659 (out-of-state), $10,591 (in-state)",big10
255,359,big 10,ohio,cleveland,1,,,,,,,,,360,columbus,oh,4,53,"45,831",national,159,"Columbus, OH",Ohio State University Columbus,TRUE,54,"$29,659 (out-of-state), $10,591 (in-state)",big10
215,328,big 10,ohio,columbus,1,,,,,,,,,329,columbus,oh,4,53,"45,831",national,159,"Columbus, OH",Ohio State University Columbus,TRUE,54,"$29,659 (out-of-state), $10,591 (in-state)",big10
248,353,big 10,ohio,columbus,1,,,,,,,,,354,columbus,oh,4,53,"45,831",national,159,"Columbus, OH",Ohio State University Columbus,TRUE,54,"$29,659 (out-of-state), $10,591 (in-state)",big10
259,362,big 10,pennsylvania,,1,,,,,,,,,363,university park,pa,5,51,"41,359",national,153,"University Park, PA",Pennsylvania State University University Park,TRUE,52,"$33,664 (out-of-state), $18,436 (in-state)",big10
290,385,big 10,pennsylvania,philadelphia,1,,,,,,,,,386,university park,pa,5,51,"41,359",national,153,"University Park, PA",Pennsylvania State University University Park,TRUE,52,"$33,664 (out-of-state), $18,436 (in-state)",big10
224,335,big 10,pennsylvania,university park,1,,,,,,,,,336,university park,pa,5,51,"41,359",national,153,"University Park, PA",Pennsylvania State University University Park,TRUE,52,"$33,664 (out-of-state), $18,436 (in-state)",big10
216,329,big 10,wisconsin,,1,,,,,,,,,330,madison,wi,12,49,"31,710",national,147,"Madison, WI",University of Wisconsin Madison,TRUE,46,"$34,782 (out-of-state), $10,533 (in-state)",big10
217,330,big 10,wisconsin,,1,,,,,,,,,331,madison,wi,12,49,"31,710",national,147,"Madison, WI",University of Wisconsin Madison,TRUE,46,"$34,782 (out-of-state), $10,533 (in-state)",big10
234,343,big 10,wisconsin,,1,,,,,,,,,344,madison,wi,12,49,"31,710",national,147,"Madison, WI",University of Wisconsin Madison,TRUE,46,"$34,782 (out-of-state), $10,533 (in-state)",big10
254,358,big 10,wisconsin,,1,,,,,,,,,359,madison,wi,12,49,"31,710",national,147,"Madison, WI",University of Wisconsin Madison,TRUE,46,"$34,782 (out-of-state), $10,533 (in-state)",big10
195,313,big 10,wisconsin,madison,1,,,,,,,,,314,madison,wi,12,49,"31,710",national,147,"Madison, WI",University of Wisconsin Madison,TRUE,46,"$34,782 (out-of-state), $10,533 (in-state)",big10
233,342,big 10,wisconsin,madison,1,,,,,,,,,343,madison,wi,12,49,"31,710",national,147,"Madison, WI",University of Wisconsin Madison,TRUE,46,"$34,782 (out-of-state), $10,533 (in-state)",big10
418,583,big 10 large state,pennsylvania,,1,,,,,,,,,584,university park,pa,5,51,"41,359",national,153,"University Park, PA",Pennsylvania State University University Park,TRUE,52,"$33,664 (out-of-state), $18,436 (in-state)",big10
388,527,big 10 private,illinois,university town,1,,,,,,,,,528,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
392,539,big 10 public,michigan,,1,,,,,,,,,540,ann arbor,mi,2,27,"28,983",national,81,"Ann Arbor, MI",University of Michigan Ann Arbor,TRUE,28,"$47,476 (out-of-state), $14,826 (in-state)",big10
383,523,big 10 state univers,minnesota,minneapolis,1,,,,,,,,,524,minneapolis,mn,9,72,"34,871",national,216,"Minneapolis, MN",University of Minnesota Twin Cities,TRUE,69,"$26,603 (out-of-state), $14,417 (in-state)",big10
365,470,big 10 university,michigan,"east lansing, mi",1,,,,,,,,,471,east lansing,mi,3,82,"39,090",national,246,"East Lansing, MI",Michigan State University,TRUE,81,"$39,405 (out-of-state), $14,460 (in-state)",big10
314,415,"big 10, public",illinois,urbana,1,,,,,,,,,416,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
326,440,big 12,illinois,,1,,,,,,,,,441,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
327,440,big 12,illinois,,1,,,,,,,,,441,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
328,441,big 12,iowa,,1,,,,,,,,,442,iowa city,ia,8,79,"24,476",national,237,"Iowa City, IA",University of Iowa,TRUE,78,"$28,813 (out-of-state), $8,575 (in-state)",big10
329,441,big 12,iowa,,1,,,,,,,,,442,ames,ia,101,115,"30,671",national,345,"Ames, IA",Iowa State University,TRUE,115,"$22,256 (out-of-state), $8,420 (in-state)",big10
332,444,big 12,kansas,lawrence,1,,,,,,,,,445,lawrence,ks,102,117,"19,262",national,351,"Lawrence, KS",University of Kansas,TRUE,115,"$26,592 (out-of-state), $10,824 (in-state)",big10
333,444,big 12,kansas,lawrence,1,,,,,,,,,445,manhattan,ks,103,144,"19,472",national,432,"Manhattan, KS",Kansas State University,TRUE,145,"$24,775 (out-of-state), $9,874 (in-state)",big10
340,448,big 12,kansas,small city,1,,,,,,,,,449,lawrence,ks,102,117,"19,262",national,351,"Lawrence, KS",University of Kansas,TRUE,115,"$26,592 (out-of-state), $10,824 (in-state)",big10
341,448,big 12,kansas,small city,1,,,,,,,,,449,manhattan,ks,103,144,"19,472",national,432,"Manhattan, KS",Kansas State University,TRUE,145,"$24,775 (out-of-state), $9,874 (in-state)",big10
319,434,big 12,texas,,1,,,,,,,,,435,austin,tx,107,58,"40,168",national,174,"Austin, TX",University of Texas Austin,TRUE,56,"$35,766 (out-of-state), $10,136 (in-state)",big10
337,446,big 12,texas,,1,,,,,,,,,447,austin,tx,107,58,"40,168",national,174,"Austin, TX",University of Texas Austin,TRUE,56,"$35,766 (out-of-state), $10,136 (in-state)",big10
346,451,big 12,texas,,1,,,,,,,,,452,austin,tx,107,58,"40,168",national,174,"Austin, TX",University of Texas Austin,TRUE,56,"$35,766 (out-of-state), $10,136 (in-state)",big10
358,457,big 12,texas,,1,,,,,,,,,458,austin,tx,107,58,"40,168",national,174,"Austin, TX",University of Texas Austin,TRUE,56,"$35,766 (out-of-state), $10,136 (in-state)",big10
353,455,big 12,texas,austin,1,,,,,,,,,456,austin,tx,107,58,"40,168",national,174,"Austin, TX",University of Texas Austin,TRUE,56,"$35,766 (out-of-state), $10,136 (in-state)",big10
6,28,big ten,illinois,,1,,,,,,,,,29,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
53,65,big ten,illinois,,1,,,,,,,,,66,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
76,83,big ten,illinois,,1,,,,,,,,,84,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
85,90,big ten,illinois,,1,,,,,,,,,91,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
101,99,big ten,illinois,,1,,,,,,,,,100,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
105,101,big ten,illinois,,1,,,,,,,,,102,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
108,103,big ten,illinois,,1,,,,,,,,,104,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
161,144,big ten,illinois,,1,,,,,,,,,145,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
164,146,big ten,illinois,,1,,,,,,,,,147,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
28,42,big ten,illinois,champaign,1,,,,,,,,,43,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
92,94,big ten,illinois,champaign,1,,,,,,,,,95,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
121,112,big ten,illinois,champaign,1,,,,,,,,,113,champaign,il,7,52,"33,932",national,156,"Champaign, IL",University of Illinois Urbana Champaign,TRUE,52,"$31,988 (out-of-state), $15,868 (in-state)",big10
5,27,big ten,illinois,chicago,1,,,,,,,,,28,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
9,29,big ten,illinois,chicago,1,,,,,,,,,30,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
38,50,big ten,illinois,chicago,1,,,,,,,,,51,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
88,91,big ten,illinois,chicago,1,,,,,,,,,92,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
97,96,big ten,illinois,chicago,1,,,,,,,,,97,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
132,119,big ten,illinois,chicago,1,,,,,,,,,120,evanston,il,11,12,"8,353",national,36,"Evanston, IL",Northwestern University,FALSE,11,"$52,678 ",big10
