Princeton University,"$47,140 ","5,400",,
Illinois State University,"$25,168 (out-of-state), $14,061 (in-state)","18,643",,
"Normal, IL",,,,
 #159 in National Universities (tie),,,,
,,,,
University of Alabama--Birmingham,"$23,790 (out-of-state), $10,410 (in-state)","12,369",,
"Birmingham, AL",,,,
 #159 in National Universities (tie),,,,
University of Hawaii--Manoa,"$33,764 (out-of-state), $11,732 (in-state)","13,132",,
"Honolulu, HI",,,,
 #159 in National Universities (tie),,,,
University of La Verne,"$41,450 ","2,809",,
"La Verne, CA",,,,
 #159 in National Universities (tie),,,,
University of Maryland--Baltimore County,"$25,654 (out-of-state), $11,518 (in-state)","11,142",,
"Baltimore, MD",,,,
 #159 in National Universities (tie),,,,
Immaculata University,"$27,350 ","1,555",,
"Immaculata, PA",,,,
 #165 in National Universities (tie),,,,
,,,,
Maryville University of St. Louis,"$28,470 ","2,967",,
"St Louis, MO",,,,
 #165 in National Universities (tie),,,,
Missouri University of Science & Technology,"$27,701 (out-of-state), $9,628 (in-state)","6,909",,
"Rolla, MO",,,,
 #165 in National Universities (tie),,,,
St. John's University,"$40,790 ","16,440",,
"Queens, NY",,,,
 #165 in National Universities (tie),,,,
University of California--Merced,"$41,612 (out-of-state), $13,598 (in-state)","6,815",,
"Merced, CA",,,,
 #165 in National Universities (tie),,,,
University of Louisville,"$26,286 (out-of-state), $11,264 (in-state)","15,827",,
"Louisville, KY",,,,
 #165 in National Universities (tie),,,,
,,,,
Mississippi State University,"$22,358 (out-of-state), $8,138 (in-state)","18,090",,
"Mississippi State, MS",,,,
 #171 in National Universities (tie),,,,
Rowan University,"$21,378 (out-of-state), $13,108 (in-state)","14,344",,
"Glassboro, NJ",,,,
 #171 in National Universities (tie),,,,
University of Central Florida,"$22,467 (out-of-state), $6,368 (in-state)","55,776",,
"Orlando, FL",,,,
 #171 in National Universities (tie),,,,
University of Idaho,"$23,812 (out-of-state), $7,488 (in-state)","9,586",,
"Moscow, ID",,,,
 #171 in National Universities (tie),,,,
Virginia Commonwealth University,"$32,942 (out-of-state), $13,570 (in-state)","24,212",,
"Richmond, VA",,,,
 #171 in National Universities (tie),,,,
,,,,
Kent State University,"$18,376 (out-of-state), $10,012 (in-state)","23,684",,
"Kent, OH",,,,
 #176 in National Universities (tie),,,,
Robert Morris University,"$29,420 ","4,384",,
"Moon Township, PA",,,,
 #176 in National Universities (tie),,,,
Texas Tech University,"$23,011 (out-of-state), $10,771 (in-state)","29,963",,
"Lubbock, TX",,,,
 #176 in National Universities (tie),,,,
Union University,"$31,580 ","2,214",,
"Jackson, TN",,,,
 #176 in National Universities (tie),,,,
University of Hartford,"$38,910 ","5,150",,
"West Hartford, CT",,,,
 #176 in National Universities (tie),,,,
,,,,
Edgewood College,"$28,500 ","1,661",,
"Madison, WI",,,,
 #181 in National Universities (tie),,,,
Lesley University,"$26,550 ","1,929",,
"Cambridge, MA",,,,
 #181 in National Universities (tie),,,,
Lipscomb University,"$30,932 ","2,986",,
"Nashville, TN",,,,
 #181 in National Universities (tie),,,,
Suffolk University,"$37,270 ","5,290",,
"Boston, MA",,,,
 #181 in National Universities (tie),,,,
University of Maine,"$30,282 (out-of-state), $10,902 (in-state)","9,323",,
"Orono, ME",,,,
 #181 in National Universities (tie),,,,
,,,,
University of Wyoming,"$16,827 (out-of-state), $5,217 (in-state)","9,788",,
"Laramie, WY",,,,
 #181 in National Universities (tie),,,,
Azusa Pacific University,"$36,120 ","5,770",,
"Azusa, CA",,,,
 #187 in National Universities (tie),,,,
Ball State University,"$25,938 (out-of-state), $9,848 (in-state)","17,011",,
"Muncie, IN",,,,
 #187 in National Universities (tie),,,,
Montclair State University,"$20,566 (out-of-state), $12,454 (in-state)","16,810",,
"Montclair, NJ",,,,
 #187 in National Universities (tie),,,,
Pace University,"$44,036 ","8,914",,
"New York, NY",,,,
 #187 in National Universities (tie),,,,
,,,,
West Virginia University,"$23,616 (out-of-state), $8,376 (in-state)","22,350",,
"Morgantown, WV",,,,
 #187 in National Universities (tie),,,,
Andrews University,"$28,436 ","1,688",,
"Berrien Springs, MI",,,,
 #192 in National Universities (tie),,,,
Indiana University-Purdue University--Indianapolis,"$29,806 (out-of-state), $9,334 (in-state)","21,748",,
"Indianapolis, IN",,,,
 #192 in National Universities (tie),,,,
University of Houston,"$27,337 (out-of-state), $11,887 (in-state)","35,871",,
"Houston, TX",,,,
 #192 in National Universities (tie),,,,
University of New Mexico,"$22,412 (out-of-state), $7,150 (in-state)","20,215",,
"Albuquerque, NM",,,,
 #192 in National Universities (tie),,,,
,,,,
University of North Dakota,"$21,462 (out-of-state), $9,862 (in-state)","11,255",,
"Grand Forks, ND",,,,
 #192 in National Universities (tie),,,,
Widener University,"$44,166 ","3,591",,
"Chester, PA",,,,
 #192 in National Universities (tie),,,,
New Mexico State University,"$22,701 (out-of-state), $7,122 (in-state)","12,027",,
"Las Cruces, NM",,,,
 #198 in National Universities (tie),,,,
North Dakota State University,"$20,571 (out-of-state), $9,409 (in-state)","12,010",,
"Fargo, ND",,,,
 #198 in National Universities (tie),,,,
Nova Southeastern University,"$29,940 ","4,295",,
"Ft. Lauderdale, FL",,,,
 #198 in National Universities (tie),,,,
,,,,
University of North Carolina--Charlotte,"$20,268 (out-of-state), $6,834 (in-state)","23,404",,
"Charlotte, NC",,,,
 #198 in National Universities (tie),,,,
Bowling Green State University,"$18,593 (out-of-state), $11,057 (in-state)","14,852",,
"Bowling Green, OH",,,,
 #202 in National Universities (tie),,,,
California State University--Fullerton,"$17,460 (out-of-state), $6,850 (in-state)","34,576",,
"Fullerton, CA",,,,
 #202 in National Universities (tie),,,,
Dallas Baptist University,"$27,480 ","3,223",,
"Dallas, TX",,,,
 #202 in National Universities (tie),,,,
University of Massachusetts--Boston,"$32,985 (out-of-state), $13,828 (in-state)","12,847",,
"Boston, MA",,,,
 #202 in National Universities (tie),,,,
,,,,
University of Nevada--Reno,"$21,787 (out-of-state), $7,599 (in-state)","18,191",,
"Reno, NV",,,,
 #202 in National Universities (tie),,,,
Central Michigan University,"$23,670 (out-of-state), $12,510 (in-state)","19,923",,
"Mount Pleasant, MI",,,,
 #207 in National Universities (tie),,,,
East Carolina University,"$23,420 (out-of-state), $7,143 (in-state)","22,969",,
"Greenville, NC",,,,
 #207 in National Universities (tie),,,,
Florida A&M University,"$17,725 (out-of-state), $5,785 (in-state)","7,769",,
"Tallahassee, FL",,,,
 #207 in National Universities (tie),,,,
Montana State University,"$23,042 (out-of-state), $7,031 (in-state)","14,400",,
"Bozeman, MT",,,,
 #207 in National Universities (tie),,,,
,,,,
University of Alaska--Fairbanks,"$23,534 (out-of-state), $8,144 (in-state)","7,239",,
"Fairbanks, AK",,,,
 #207 in National Universities (tie),,,,
University of Colorado--Denver,"$31,209 (out-of-state), $11,019 (in-state)","14,622",,
"Denver, CO",,,,
 #207 in National Universities (tie),,,,
University of Massachusetts--Dartmouth,"$28,285 (out-of-state), $13,571 (in-state)","6,999",,
"North Dartmouth, MA",,,,
 #207 in National Universities (tie),,,,
University of Montana,"$24,943 (out-of-state), $7,063 (in-state)","10,077",,
"Missoula, MT",,,,
 #207 in National Universities (tie),,,,
Western Michigan University,"$14,699 (out-of-state), $11,943 (in-state)","18,313",,
"Kalamazoo, MI",,,,
 #207 in National Universities (tie),,,,
,,,,
Florida International University,"$18,956 (out-of-state), $6,558 (in-state)","45,813",,
"Miami, FL",,,,
 #216 in National Universities (tie),,,,
Louisiana Tech University,"$18,438 (out-of-state), $9,525 (in-state)","11,281",,
"Ruston, LA",,,,
 #216 in National Universities (tie),,,,
South Dakota State University,"$11,403 (out-of-state), $8,172 (in-state)","10,959",,
"Brookings, SD",,,,
 #216 in National Universities (tie),,,,
Southern Illinois University--Carbondale,"$13,936 (out-of-state), $13,936 (in-state)","12,182",,
"Carbondale, IL",,,,
 #216 in National Universities (tie),,,,
University of Alabama--Huntsville,"$21,480 (out-of-state), $10,280 (in-state)","6,507",,
"Huntsville, AL",,,,
 #216 in National Universities (tie),,,,
,,,,
University of Missouri--Kansas City,"$25,999 (out-of-state), $9,734 (in-state)","11,708",,
"Kansas City, MO",,,,
 #216 in National Universities (tie),,,,
Utah State University,"$20,726 (out-of-state), $7,174 (in-state)","24,838",,
"Logan, UT",,,,
 #216 in National Universities (tie),,,,
Ashland University,"$20,700 ","4,536",,
"Ashland, OH",,,,
 #223 in National Universities (tie),,,,
Benedictine University,"$33,900 ","3,171",,
"Lisle, IL",,,,
 #223 in National Universities (tie),,,,
California State University--Fresno,"$17,929 (out-of-state), $6,583 (in-state)","21,528",,
"Fresno, CA",,,,
 #223 in National Universities (tie),,,,
,,,,
Gardner-Webb University,"$30,740 ","2,362",,
"Boiling Springs, NC",,,,
 #223 in National Universities (tie),,,,
Georgia State University,"$29,432 (out-of-state), $10,858 (in-state)","25,455",,
"Atlanta, GA",,,,
 #223 in National Universities (tie),,,,
Shenandoah University,"$31,920 ","2,099",,
"Winchester, VA",,,,
 #223 in National Universities (tie),,,,
University of South Dakota,"$11,688 (out-of-state), $8,457 (in-state)","7,500",,
"Vermillion, SD",,,,
 #223 in National Universities (tie),,,,
Wayne State University,"$28,590 (out-of-state), $13,278 (in-state)","17,280",,
"Detroit, MI",,,,
 #223 in National Universities (tie),,,,
,,,,
American International College,"$33,140 ","1,424",,
"Springfield, MA",,,,
 #231-#300 in National Universities,,,,
Augusta University,"$23,606 (out-of-state), $8,634 (in-state)","5,133",,
"Augusta, GA",,,,
 #231-#300 in National Universities,,,,
Barry University,"$29,700 ","3,541",,
"Miami Shores, FL",,,,
 #231-#300 in National Universities,,,,
Boise State University,"$22,642 (out-of-state), $7,326 (in-state)","20,209",,
"Boise, ID",,,,
 #231-#300 in National Universities,,,,
Cardinal Stritch University,"$28,844 ","1,534",,
"Milwaukee, WI",,,,
 #231-#300 in National Universities,,,,
,,,,
Clark Atlanta University,"$23,082 ","3,093",,
"Atlanta, GA",,,,
 #231-#300 in National Universities,,,,
Cleveland State University,"$13,848 (out-of-state), $9,796 (in-state)","12,433",,
"Cleveland, OH",,,,
 #231-#300 in National Universities,,,,
Eastern Michigan University,"$11,530 (out-of-state), $11,530 (in-state)","17,541",,
"Ypsilanti, MI",,,,
 #231-#300 in National Universities,,,,
East Tennessee State University,"$26,463 (out-of-state), $8,679 (in-state)","11,065",,
"Johnson City, TN",,,,
 #231-#300 in National Universities,,,,
Florida Atlantic University,"$21,595 (out-of-state), $6,039 (in-state)","25,402",,
"Boca Raton, FL",,,,
 #231-#300 in National Universities,,,,
,,,,
Georgia Southern University,"$18,692 (out-of-state), $6,796 (in-state)","18,005",,
"Statesboro, GA",,,,
 #231-#300 in National Universities,,,,
Grand Canyon University 1,"$17,050 ",N/A,,
"Phoenix, AZ",,,,
 #231-#300 in National Universities,,,,
Indiana State University,"$19,454 (out-of-state), $8,916 (in-state)","11,202",,
"Terre Haute, IN",,,,
 #231-#300 in National Universities,,,,
Indiana University of Pennsylvania,"$15,882 (out-of-state), $12,146 (in-state)","10,618",,
"Indiana, PA",,,,
 #231-#300 in National Universities,,,,
Jackson State University,"$17,614 (out-of-state), $7,261 (in-state)","7,492",,
"Jackson, MS",,,,
 #231-#300 in National Universities,,,,
,,,,
Kennesaw State University,"$21,158 (out-of-state), $7,432 (in-state)","32,166",,
"Kennesaw, GA",,,,
 #231-#300 in National Universities,,,,
Lamar University,"$22,561 (out-of-state), $10,111 (in-state)","9,326",,
"Beaumont, TX",,,,
 #231-#300 in National Universities,,,,
Liberty University,"$24,304 ","47,050",,
"Lynchburg, VA",,,,
 #231-#300 in National Universities,,,,
Lindenwood University,"$16,960 ","7,549",,
"St. Charles, MO",,,,
 #231-#300 in National Universities,,,,
Middle Tennessee State University,"$27,578 (out-of-state), $8,948 (in-state)","19,693",,
"Murfreesboro, TN",,,,
 #231-#300 in National Universities,,,,
,,,,
Morgan State University,"$17,833 (out-of-state), $7,767 (in-state)","6,362",,
"Baltimore, MD",,,,
 #231-#300 in National Universities,,,,
National Louis University 1,"$10,380 ",N/A,,
"Chicago, IL",,,,
 #231-#300 in National Universities,,,,
North Carolina A&T State University,"$19,416 (out-of-state), $6,526 (in-state)","9,668",,
"Greensboro, NC",,,,
 #231-#300 in National Universities,,,,
Northern Arizona University,"$24,841 (out-of-state), $11,059 (in-state)","26,506",,
"Flagstaff, AZ",,,,
 #231-#300 in National Universities,,,,
Northern Illinois University,"$23,817 (out-of-state), $14,352 (in-state)","14,079",,
"DeKalb, IL",,,,
 #231-#300 in National Universities,,,,
,,,,
Oakland University,"$24,735 (out-of-state), $13,406 (in-state)","16,568",,
"Rochester, MI",,,,
 #231-#300 in National Universities,,,,
Old Dominion University,"$28,200 (out-of-state), $10,350 (in-state)","19,793",,
"Norfolk, VA",,,,
 #231-#300 in National Universities,,,,
Portland State University,"$21,180 (out-of-state), $7,302 (in-state)","21,633",,
"Portland, OR",,,,
 #231-#300 in National Universities,,,,
Prairie View A&M University,"$10,059 (out-of-state), $10,059 (in-state)","7,455",,
"Prairie View, TX",,,,
 #231-#300 in National Universities,,,,
Regent University,"$17,450 ","3,806",,
"Virginia Beach, VA",,,,
 #231-#300 in National Universities,,,,
,,,,
Sam Houston State University,"$22,340 (out-of-state), $9,890 (in-state)","17,902",,
"Huntsville, TX",,,,
 #231-#300 in National Universities,,,,
San Francisco State University,"$19,134 (out-of-state), $7,254 (in-state)","25,945",,
"San Francisco, CA",,,,
 #231-#300 in National Universities,,,,
Spalding University 1,"$24,388 ",N/A,,
"Louisville, KY",,,,
 #231-#300 in National Universities,,,,
Tennessee State University,"$20,178 (out-of-state), $7,458 (in-state)","7,007",,
"Nashville, TN",,,,
 #231-#300 in National Universities,,,,
Tennessee Technological University,"$26,190 (out-of-state), N/A (in-state)","9,437",,
"Cookeville, TN",,,,
 #231-#300 in National Universities,,,,
,,,,
Texas A&M University--Commerce,"$20,884 (out-of-state), $8,434 (in-state)","7,605",,
"Commerce, TX",,,,
 #231-#300 in National Universities,,,,
Texas A&M University--Corpus Christi,"$26,061 (out-of-state), $12,944 (in-state)","10,212",,
"Corpus Christi, TX",,,,
 #231-#300 in National Universities,,,,
Texas A&M University--Kingsville,"$20,912 (out-of-state), $8,462 (in-state)","6,811",,
"Kingsville, TX",,,,
 #231-#300 in National Universities,,,,
Texas Southern University,"$21,240 (out-of-state), $9,000 (in-state)","6,562",,
"Houston, TX",,,,
 #231-#300 in National Universities,,,,
Texas State University,"$23,071 (out-of-state), $10,621 (in-state)","34,244",,
"San Marcos, TX",,,,
 #231-#300 in National Universities,,,,
,,,,
Texas Woman's University,"$21,816 (out-of-state), $9,366 (in-state)","10,408",,
"Denton, TX",,,,
 #231-#300 in National Universities,,,,
Trevecca Nazarene University,"$25,100 ","2,092",,
"Nashville, TN",,,,
 #231-#300 in National Universities,,,,
Trinity International University,"$30,750 ","1,076",,
"Deerfield, IL",,,,
 #231-#300 in National Universities,,,,
University of Akron,"$21,863 (out-of-state), $13,332 (in-state)","17,416",,
"Akron, OH",,,,
 #231-#300 in National Universities,,,,
University of Arkansas--Little Rock,"$19,797 (out-of-state), $8,401 (in-state)","9,374",,
"Little Rock, AR",,,,
 #231-#300 in National Universities,,,,
,,,,
University of Louisiana--Lafayette,"$23,074 (out-of-state), $9,346 (in-state)","15,998",,
"Lafayette, LA",,,,
 #231-#300 in National Universities,,,,
University of Louisiana--Monroe,"$20,381 (out-of-state), $8,281 (in-state)","7,778",,
"Monroe, LA",,,,
 #231-#300 in National Universities,,,,
University of Maryland--Eastern Shore,"$18,048 (out-of-state), $8,042 (in-state)","3,278",,
"Princess Anne, MD",,,,
 #231-#300 in National Universities,,,,
University of Memphis,"$21,413 (out-of-state), $9,701 (in-state)","17,176",,
"Memphis, TN",,,,
 #231-#300 in National Universities,,,,
University of Missouri--St. Louis,"$27,327 (out-of-state), $10,275 (in-state)","13,923",,
"St. Louis, MO",,,,
 #231-#300 in National Universities,,,,
,,,,
University of Nebraska--Omaha,"$22,035 (out-of-state), $8,205 (in-state)","12,536",,
"Omaha, NE",,,,
 #231-#300 in National Universities,,,,
University of Nevada--Las Vegas,"$21,498 (out-of-state), $7,310 (in-state)","24,714",,
"Las Vegas, NV",,,,
 #231-#300 in National Universities,,,,
University of New Orleans,"$13,530 (out-of-state), $8,694 (in-state)","6,442",,
"New Orleans, LA",,,,
 #231-#300 in National Universities,,,,
University of North Carolina--Greensboro,"$22,410 (out-of-state), $7,164 (in-state)","16,281",,
"Greensboro, NC",,,,
 #231-#300 in National Universities,,,,
University of Northern Colorado,"$20,474 (out-of-state), $8,888 (in-state)","9,503",,
"Greeley, CO",,,,
 #231-#300 in National Universities,,,,
,,,,
University of North Texas,"$23,716 (out-of-state), $10,906 (in-state)","31,209",,
"Denton, TX",,,,
 #231-#300 in National Universities,,,,
University of South Alabama,"$19,586 (out-of-state), $10,005 (in-state)","11,761",,
"Mobile, AL",,,,
 #231-#300 in National Universities,,,,
University of Southern Mississippi,"$9,854 (out-of-state), $7,854 (in-state)","11,779",,
"Hattiesburg, MS",,,,
 #231-#300 in National Universities,,,,
University of Texas--Arlington,"$25,152 (out-of-state), $9,952 (in-state)","32,775",,
"Arlington, TX",,,,
 #231-#300 in National Universities,,,,
University of Texas--El Paso,"$21,396 (out-of-state), $7,651 (in-state)","20,521",,
"El Paso, TX",,,,
 #231-#300 in National Universities,,,,
,,,,
University of Texas--Rio Grande Valley,"$17,230 (out-of-state), $7,438 (in-state)","24,433",,
"Edinburg, TX",,,,
 #231-#300 in National Universities,,,,
University of Texas--San Antonio,"$23,379 (out-of-state), $9,380 (in-state)","24,724",,
"San Antonio, TX",,,,
 #231-#300 in National Universities,,,,
University of the Cumberlands,"$23,000 ","3,082",,
"Williamsburg, KY",,,,
 #231-#300 in National Universities,,,,
University of Toledo,"$18,578 (out-of-state), $9,240 (in-state)","16,247",,
"Toledo, OH",,,,
 #231-#300 in National Universities,,,,
University of West Florida,"$18,628 (out-of-state), $6,360 (in-state)","10,082",,
"Pensacola, FL",,,,
 #231-#300 in National Universities,,,,
,,,,
University of West Georgia,"$20,406 (out-of-state), $7,188 (in-state)","11,155",,
"Carrollton, GA",,,,
 #231-#300 in National Universities,,,,
University of Wisconsin--Milwaukee,"$19,851 (out-of-state), $9,493 (in-state)","21,375",,
"Milwaukee, WI",,,,
 #231-#300 in National Universities,,,,
Valdosta State University,"$17,196 (out-of-state), $6,410 (in-state)","8,780",,
"Valdosta, GA",,,,
 #231-#300 in National Universities,,,,
Wichita State University,"$17,270 (out-of-state), $8,312 (in-state)","11,823",,
"Wichita, KS",,,,
 #231-#300 in National Universities,,,,
Wright State University,"$17,350 (out-of-state), $8,730 (in-state)","12,504",,
"Dayton, OH",,,,
 #231-#300 in National Universities,,,,
,,,,
Alliant International University,"$17,510 ","1,264",,
"San Diego, CA",,,,
Unranked,,,,
Argosy University 1,"$13,152 ",N/A,,
"Orange, CA",,,,
Unranked,,,,
California Institute of Integral Studies 1,"$28,467 ",N/A,,
"San Francisco, CA",,,,
Unranked,,,,
Capella University 1,"$13,998 ",N/A,,
"Minneapolis, MN",,,,
Unranked,,,,
Idaho State University 1,"$21,023 (out-of-state), $6,956 (in-state)",N/A,,
"Pocatello, ID",,,,
Unranked,,,,
,,,,
Northcentral University,"$10,368 ",133,,
"San Diego, AZ",,,,
Unranked,,,,
Trident University International 1,"$9,000 ",N/A,,
"Cypress, CA",,,,
Unranked,,,,
Union Institute and University 1,"$12,416 ",N/A,,
"Cincinnati, OH",,,,
Unranked,,,,
University of Phoenix 1,"$9,690 ",N/A,,
"Phoenix, AZ",,,,
Unranked,,,,
Walden University 1,"$12,075 ",N/A,,
"Minneapolis, MN",,,,
Unranked,,,,
,,,,
Wilmington University,"$10,940 ","8,873",,
"New Castle, DE",,,,
Unranked,,,,